village,taluk,district,census_code,lat,lng,name_ta,place_type
Tangachchiyammapatti,,Dindigul,,10.52471,77.73636,தங்கச்சியம்மாபட்டி,village
Thadikombu,,Dindigul,,10.43701,77.95504,தாடிக்கொம்பு,village
Thadiyankudisai,,Dindigul,,10.29802,77.71120,தடியன்குடிசை,hamlet
Thalaiyuthu,,Dindigul,,10.52076,77.43786,தாழையூத்து,village
Thamaraikulam,,Dindigul,,10.43105,77.47989,தாமரைக்குளம்,village
Thamaraipadi,,Dindigul,,10.40506,78.03593,தாமரைப்பாடி,village
Thandaalkaranpatti,,Dindigul,,10.32023,77.98788,தண்டல்காரன்பட்டி,village
Thandikudi,,Dindigul,,10.31023,77.64338,தாண்டிக்குடி,village
Thopampatti,,Dindigul,,10.57616,77.52893,தொப்பம்பட்டி,village
Tiruvandapuram,,Dindigul,,10.61051,77.56342,திருவாண்டபுரம்,village
Tuvarapatti,,Dindigul,,10.24652,78.22149,,village
Uluppakudi,,Dindigul,,10.24244,78.19844,,village
Upper Vellaparai,,Dindigul,,10.27871,77.53536,மேல் வெள்ளைப்பாரை,hamlet
Uppuparai,,Dindigul,,10.27785,77.54034,உப்புப்பாறை,village
VSK Valasai,,Dindigul,,10.31554,78.15162,வி.எஸ்.கே.வலசை (திண்டுக்கல் மாவட்டம்.),village
Vadakaraiparai,,Dindigul,,10.27196,77.60225,வடகரை பாறை,village
Vadakavunji,,Dindigul,,10.31852,77.58148,வடகவுஞ்சி,village
Vadakkadu,,Dindigul,,10.45578,77.72960,,village
Vadamadurai,,Dindigul,,10.44096,78.10082,வடமதுரை,village
Vadipatti,,Dindigul,,10.45135,77.42771,வாடிப்பட்டி,village
Valaigiri,,Dindigul,,10.24485,77.62790,வாழைகிரி,village
Vattakanal,,Dindigul,,10.21507,77.48497,வட்டகனல்,village
Vayalur,,Dindigul,,10.54604,77.39015,வயலூர்,village
Vedasandur,,Dindigul,,10.53241,77.94632,வேடசந்தூர்,town
Velambommanpatti,,Dindigul,,10.43420,78.07881,,village
Velampatti,,Dindigul,,10.59819,77.53534,வேலம்பட்டி,village
Velayudampalayampudur,,Dindigul,,10.43542,77.41744,,village
Vellakavi,,Dindigul,,10.19744,77.50001,வெள்ளகவி,hamlet
Vellodu,,Dindigul,,10.30621,77.95384,வெள்ளோடு,village
Vijayanagaram,,Dindigul,,10.20911,78.18816,,village
Vilpatti,,Dindigul,,10.26960,77.50431,வில்பட்டி,village
Virappanayakanpatti,,Dindigul,,10.23306,78.20496,,village
kuppayee valasu,,Dindigul,,10.61495,77.62196,,village
