village,taluk,district,census_code,lat,lng,name_ta,place_type
Kovilvirarpatti,,Virudhunagar,,9.46708,77.98351,,village
Krishnankoil,,Virudhunagar,,9.56680,77.68964,கிருஷ்ணன்கோவில்,village
Krishnapuram,,Virudhunagar,,9.33827,78.18848,,village
Kulashekaranallur,,Virudhunagar,,9.49963,78.14508,,village
Kullursandai,,Virudhunagar,,9.54108,77.98099,குல்லூர்சந்தை,village
Kumaralingapuram,,Virudhunagar,,9.58444,77.91254,குமாரலிங்கபுரம்,village
Kumarareddiyapuram,,Virudhunagar,,9.37571,77.94203,,village
Kundalapatti,,Virudhunagar,,9.61584,77.88651,,village
Lakshmiapuram,,Virudhunagar,,9.48249,77.61499,,village
Lakshmipuram,,Virudhunagar,,9.38590,78.04890,,village
MPK Pudupatti,,Virudhunagar,,9.48267,77.58108,,village
Madattupatti,,Virudhunagar,,9.49788,78.15950,,village
Maharajapuram,,Virudhunagar,,9.66040,77.66319,மகாராஜபுரம்,village
Mallankinar,,Virudhunagar,,9.59834,78.05561,,village
Malli,,Virudhunagar,,9.49503,77.69101,,village
Mallipudur,,Virudhunagar,,9.47735,77.68957,,hamlet
Mamsapuram,,Virudhunagar,,9.49874,77.58911,மம்சாபுரம்,village
Mandapasalai,,Virudhunagar,,9.42232,78.21914,,village
Mangulam,,Virudhunagar,,9.49764,78.15077,,village
Manipparpatti,,Virudhunagar,,9.42286,77.91965,,village
Mannarkottai,,Virudhunagar,,9.43964,77.96370,,village
Maraneri,,Virudhunagar,,9.43287,77.74685,,village
Maravarperungudi,,Virudhunagar,,9.39110,78.18149,,village
Mathiyasenai,,Virudhunagar,,9.53513,77.85136,மத்தியசேனை,village
Meenachipuram,,Virudhunagar,,9.42749,77.59343,,hamlet
Meenakshipuram,,Virudhunagar,,9.71956,78.10073,,hamlet
Melaipatti,,Virudhunagar,,9.59167,78.36997,,village
Mettamalai,,Virudhunagar,,9.39569,77.89443,மேட்டமலை,village
Minakshipuram,,Virudhunagar,,9.46267,77.98038,,village
Mudiyanur,,Virudhunagar,,9.59832,78.06655,,village
Muhavoor,,Virudhunagar,,9.38838,77.48633,முகவூர்,village
Mukkulam,,Virudhunagar,,9.69386,78.23018,,village
Mullikudi,,Virudhunagar,,9.59356,78.41030,,village
Mullikulam,,Virudhunagar,,9.49851,77.69471,முள்ளிக்குளம்,village
Muthukudi,,Virudhunagar,,9.40124,77.56115,முதுகுடி,village
Muttulingapuram,,Virudhunagar,,9.41484,77.92296,,village
Nachiarkovil,,Virudhunagar,,9.49004,77.64656,,hamlet
Naduvappatti,,Virudhunagar,,9.41587,77.91844,,village
Nagapalayam,,Virudhunagar,,9.46248,77.68027,,village
Nakkaneri,,Virudhunagar,,9.40712,77.53075,நக்கனேரி,village
Narayanapuram,,Virudhunagar,,9.61368,77.89259,,village
Narikkudi,,Virudhunagar,,9.58689,78.30724,நரிக்குடி,village
Natchiyarpatti,,Virudhunagar,,9.45841,77.65336,,village
Nayanendal,,Virudhunagar,,9.59216,78.35750,,village
Neduganendal,,Virudhunagar,,9.59037,78.34135,,village
Nochchikulam,,Virudhunagar,,9.57606,78.19566,,village
Nochikulam,,Virudhunagar,,9.48857,77.66381,,village
Noorsahipuram,,Virudhunagar,,9.47539,77.61828,,village
Ottaiyal,,Virudhunagar,,9.34224,77.89920,,village
P. Ramachandrapuram,,Virudhunagar,,9.44369,77.64043,,village
Padampatti,,Virudhunagar,,9.34802,78.21523,,village
Palaiyampatti,,Virudhunagar,,9.53959,78.09885,,village
Palavanatham,,Virudhunagar,,9.55203,78.00787,பாலவநத்தம்,village
Palayachennelkulam,,Virudhunagar,,9.43601,77.63424,,hamlet
Pallapatti,,Virudhunagar,,9.58872,78.32502,,village
Panaiyur,,Virudhunagar,,9.50446,78.23634,பனையூர்,village
Pandalgudi,,Virudhunagar,,9.39201,78.10450,பந்தல்குடி,town
Panduthanpatti,,Virudhunagar,,9.49013,77.67505,,village
Pappakudi,,Virudhunagar,,9.39077,78.02578,,village
Pappayanayakkanpatti,,Virudhunagar,,9.48094,77.67027,,village
Pattampudur,,Virudhunagar,,9.48932,77.95171,,village
Pattiyur,,Virudhunagar,,9.38697,77.53907,,hamlet
Pavali,,Virudhunagar,,9.60261,77.92113,,village
Periapottalpatti,,Virudhunagar,,9.44718,77.75183,,village
Periya Gollapatti,,Virudhunagar,,9.33795,77.94803,,village
Periya Maruluttu,,Virudhunagar,,9.51511,77.94501,,village
Periya Odaipatti,,Virudhunagar,,9.31508,77.90896,,village
Periya Perali,,Virudhunagar,,9.62075,77.99448,,village
Periya Vallikulam,,Virudhunagar,,9.56466,77.98012,பெரிய வள்ளிக்குளம்,village
Perumalthevanpatti,,Virudhunagar,,9.46155,77.63007,,village
Peyampatti,,Virudhunagar,,9.38740,77.62886,,hamlet
Pillaiyarkulam,,Virudhunagar,,9.45593,77.63165,,hamlet
Pudur,,Virudhunagar,,9.57298,78.18516,,village
Pullalakottai,,Virudhunagar,,9.64121,77.94213,,village
RAMCO Nagar,,Virudhunagar,,9.40194,77.58433,,hamlet
Rajapalayam,,Virudhunagar,,9.44561,77.55428,இராஜபாளையம்,town
Ramakrishnapuram,,Virudhunagar,,9.48754,77.69484,,village
Ramakudumbanpatti,,Virudhunagar,,9.47014,77.97148,,village
Ramalingapuram,,Virudhunagar,,9.38125,77.93318,,village
Ramanujapuram,,Virudhunagar,,9.56148,78.09043,,village
Ramaswamipuram,,Virudhunagar,,9.38750,78.05283,,village
Rangappanayakkanpatti,,Virudhunagar,,9.54707,77.85646,,village
Reddiyapatti,,Virudhunagar,,9.42124,78.20715,ரெட்டியபட்டி,village
Rukkuminji,,Virudhunagar,,9.37797,77.93940,,village
Sadaiyampatti,,Virudhunagar,,9.33081,77.91972,சடையம்பட்டி,village
Salukkuvarpatti,,Virudhunagar,,9.37156,78.19824,,village
Samathuvapuram,,Virudhunagar,,9.48454,77.53563,,hamlet
Sambakulam,,Virudhunagar,,9.58708,78.36708,,village
Saminathapuram,,Virudhunagar,,9.37288,77.64049,,village
Saminattam,,Virudhunagar,,9.48068,77.72721,சாமிநத்தம்,village
Sanapatti,,Virudhunagar,,9.47053,77.95763,,village
Sangampatti,,Virudhunagar,,9.41813,77.61477,,village
Sankaralingapuram,,Virudhunagar,,9.28793,77.91872,,village
Sankaranarayanapuram,,Virudhunagar,,9.60208,77.92641,,village
Sannasipatti,,Virudhunagar,,9.43597,77.75873,,hamlet
Satti Kinaru,,Virudhunagar,,9.41735,77.62341,,village
Sattur,,Virudhunagar,,9.35163,77.92113,சாத்தூர்,town
Seithur,,Virudhunagar,,9.40554,77.47961,சேத்தூர்,village
Sembatti,,Virudhunagar,,9.51193,78.13273,,village
Sengottai,,Virudhunagar,,9.63039,77.86450,,village
Sengundrapuram,,Virudhunagar,,9.61997,77.87459,செங்குன்றபுரம்,village
Settudayanpatti,,Virudhunagar,,9.33375,77.91211,,village
Sevalpatti,,Virudhunagar,,9.30851,77.72808,செவல்பட்டி,village
Silukkapatti,,Virudhunagar,,9.42829,78.21085,சிலுக்கப்பட்டி,village
Sippipparai,,Virudhunagar,,9.24436,77.77280,சிப்பிப்பாறை,village
Sivakasi,,Virudhunagar,,9.45083,77.79767,சிவகாசி,city
Sivalingapuram,,Virudhunagar,,9.44468,77.99032,,village
Solaiseri,,Virudhunagar,,9.41916,77.50348,சோலைசேரி,village
South Venganallur,,Virudhunagar,,9.40525,77.54102,தெற்கு வெங்காநல்லூர்,village
Srivilliputhur,,Virudhunagar,,9.50809,77.63359,ஸ்ரீவில்லிபுத்தூர்,town
Subbayapuram,,Virudhunagar,,9.45644,77.95027,,village
Suddhamatam,,Virudhunagar,,9.35133,78.21200,,village
Sulakkarai,,Virudhunagar,,9.53468,77.95236,சூலக்கரை,village
Sundaralingapuram,,Virudhunagar,,9.58899,77.92790,,village
Sundaranatchiyarpuram,,Virudhunagar,,9.42074,77.50804,சுந்தரநாச்சியார்புரம்,village
Sundararajapuram,,Virudhunagar,,9.43212,77.49760,சுந்தரராஜபுரம்,village
T. Karisalkulam,,Virudhunagar,,9.37258,77.66403,டி. கரிசல்குளம்,village
Taddapatti,,Virudhunagar,,9.55479,78.13340,,village
Terku Chinnagollapatti,,Virudhunagar,,9.32967,77.92852,,village
Thiruvannamalai,,Virudhunagar,,9.53987,77.61979,திருவண்ணாமலை,village
Thombakulam,,Virudhunagar,,9.38664,77.65514,தொம்பக்குளம்,village
Thulukkankulam,,Virudhunagar,,9.46540,77.62062,,village
