village,taluk,district,census_code,lat,lng,name_ta,place_type
Uppadapatti,,Madurai,,10.07455,78.24396,,village
Usilampatti,,Madurai,,9.96487,77.78986,உசிலம்பட்டி,town
Vadipatti,,Madurai,,10.08256,77.96834,வாடிப்பட்டி,town
Vagurani Village,,Madurai,,9.91179,77.81175,வகுரணி கிராமம்,village
Vairavanatham,,Madurai,,10.02349,78.04636,,village
Valandur,,Madurai,,9.95117,77.87130,வாலாந்தூர்,village
Valayankulam,,Madurai,,9.80938,78.09631,,village
Valayapatti,,Madurai,,10.05713,78.21667,,village
Varichiyur,,Madurai,,9.91124,78.25647,வரிச்சியூர்,village
Vayalur,,Madurai,,10.01738,78.05141,,village
Vellakulam,,Madurai,,9.68262,77.95662,,village
Vellalapatti,,Madurai,,10.05745,78.28736,,village
Vellaripatti,,Madurai,,9.99497,78.25450,வெள்ளரிப்பட்டி,village
Villanathanpatti,,Madurai,,10.03907,78.34213,,village
Virattippathu,,Madurai,,9.93500,78.07753,விராட்டிப்பத்து,village
Vittankulam,,Madurai,,10.03845,78.04432,,village
வீரத்தின் அடையாளம் புதுப்பட்டி,,Madurai,,10.00807,78.45071,,village
