village,taluk,district,census_code,lat,lng,name_ta,place_type
Natrampalayam,,Krishnagiri,,12.25006,77.73764,,village
Neralagiri,,Krishnagiri,,12.75212,78.13295,நேரலகிரி,village
Nerigam,,Krishnagiri,,12.81047,78.03810,,village
Odikuppam,,Krishnagiri,,12.61536,78.33254,,village
Onnalvadi,,Krishnagiri,,12.68457,77.86004,ஒன்னல்வாடி,village
Onnatti,,Krishnagiri,,12.65125,77.71469,ஒன்னட்டி,village
Pandiguriki,,Krishnagiri,,12.65160,78.18449,,village
Pannapalli,,Krishnagiri,,12.72958,78.15527,,village
Peddamattarapalli,,Krishnagiri,,12.59442,78.30676,,village
Peddanapalli,,Krishnagiri,,12.51993,78.24607,,village
Perandapalli,,Krishnagiri,,12.71237,77.88938,பேரண்டபள்ளி,village
Periyamuttur,,Krishnagiri,,12.46341,78.19707,பெரியமுத்தூர்,village
Pochampalli,,Krishnagiri,,12.33235,78.36476,போச்சம்பள்ளி,village
Ponnappa Gavundapalli,,Krishnagiri,,12.64500,78.17441,,village
Poonapalli,,Krishnagiri,,12.68855,77.77612,பூனப்பள்ளி,village
Pothapuram,,Krishnagiri,,12.39455,78.21363,,village
Ramanadoddi,,Krishnagiri,,12.78074,78.05561,,village
Rayakottai,,Krishnagiri,,12.51365,78.03235,இராயக்கோட்டை,town
S Mudhuganapalli,,Krishnagiri,,12.64042,77.78442,எஸ். முதுகானப்பள்ளி,village
Sakinavur,,Krishnagiri,,12.67723,78.24460,,hamlet
Samalpatti,,Krishnagiri,,12.31139,78.48509,சாமல்பட்டி,village
Samanapalli,,Krishnagiri,,12.62611,77.97720,சாமனப்பள்ளி,village
Sanamavu,,Krishnagiri,,12.65374,77.88951,சாணமாவு,village
Sangipalli,,Krishnagiri,,12.59956,77.65833,சங்கேப்பள்ளி,village
Seebam,,Krishnagiri,,12.61383,77.97586,,village
Sesurajapuram,,Krishnagiri,,12.27126,77.74333,,village
Shanamangalam,,Krishnagiri,,12.82324,77.93039,,village
Shoolagiri,,Krishnagiri,,12.66476,78.01063,சூளகிரி,town
Sigaramaganapalli,,Krishnagiri,,12.71652,78.21028,,village
Singarapettai,,Krishnagiri,,12.25396,78.61721,சிங்காரப்பேட்டை,village
Singiripalli,,Krishnagiri,,12.76568,78.17838,,village
Somanathapalli,,Krishnagiri,,12.59648,78.14081,,village
Tammaradapalli,,Krishnagiri,,12.73259,78.16456,,village
Tattanapalli,,Krishnagiri,,12.79032,78.03041,,village
Thalipalli,,Krishnagiri,,12.69261,78.19837,,village
Thalli,,Krishnagiri,,12.58677,77.65418,தளி,town
