village,taluk,district,census_code,lat,lng,name_ta,place_type
Ponnapuram,,Tiruppur,,10.69920,77.39099,பொன்னாபுரம்,village
Poolankinar,,Tiruppur,,10.59973,77.18579,பூலாங்கிணறு,village
Poolavadi,,Tiruppur,,10.74009,77.30849,பூளவாடி,village
Pukkulam,,Tiruppur,,10.63541,77.24053,பூக்குளம்,village
Puliyampatti,,Tiruppur,,10.86847,77.53929,,hamlet
Purakkani,,Tiruppur,,10.33703,77.25427,,hamlet
Puthersal,,Tiruppur,,10.90095,77.35166,புத்தரசல்,village
Ragalbavi,,Tiruppur,,10.57754,77.22053,ராகல்பாவி,village
Ramachandrapuram,,Tiruppur,,10.73110,77.17778,ராமசந்திரபுரம்,village
Ramapattanam,,Tiruppur,,10.76700,77.57929,,village
Ravanapuram,,Tiruppur,,10.53566,77.09483,இராவணபுரம்,village
Rudhravathi,,Tiruppur,,10.86668,77.40675,ருத்ராவதி,village
Rudrapalayam,,Tiruppur,,10.47734,77.34879,ருத்ரபாளையம்,village
Saalarapatti,,Tiruppur,,10.54470,77.32308,சாளரப்பட்டி,village
Saavadi,,Tiruppur,,11.09829,77.58011,,hamlet
Salaiyur,,Tiruppur,,10.55861,77.14189,சாலையூர்,village
Samalapuram,,Tiruppur,,11.07409,77.19271,சாமளாபுரம்,village
Samarayapatti,,Tiruppur,,10.50122,77.33017,சமராயப்பட்டி,village
Sarkar Kannadiputhur,,Tiruppur,,10.53235,77.36323,சர்க்கார் கண்ணாடிப்புத்தூர்,village
Sedarpalayam,,Tiruppur,,11.16406,77.39864,சேடர்பாளையம்,village
Sellappampalayam,,Tiruppur,,10.56090,77.08674,செல்லப்பம்பாளையம்,village
Sevur,,Tiruppur,,11.24508,77.23709,சேவூர்,village
Sinnapappanuthu,,Tiruppur,,10.56623,77.16052,சின்னபாப்பனூத்து,village
Sinthuluppu,,Tiruppur,,10.73465,77.20386,சிந்துழுப்பு,village
Sirampalayam,,Tiruppur,,10.76390,77.55829,,village
Sirukkinar,,Tiruppur,,10.83800,77.54841,,village
Sivanmalai,,Tiruppur,,11.03206,77.53830,சிவன்மலை,village
Soliyavalasu,,Tiruppur,,10.80868,77.55855,,hamlet
Sundakkampalayam,,Tiruppur,,10.56698,77.21352,சுண்டக்கம்பாளையம்,village
SuriyaNallur,,Tiruppur,,10.82097,77.47769,சூரியநல்லூர்,village
Talinji,,Tiruppur,,10.31341,77.24999,,hamlet
Thalavaipattinam,,Tiruppur,,10.67434,77.48268,தளவாய்பட்டிணம்,village
Thanthoni,,Tiruppur,,10.62345,77.30113,தாந்தோணி,village
Thasavanaickenpatty,,Tiruppur,,10.89529,77.66901,,village
Thayampalayam,,Tiruppur,,10.88291,77.48980,தாயம்பாளையம்,village
TheethaanValasu,,Tiruppur,,10.90058,77.56375,,hamlet
Thirumoorthy,,Tiruppur,,10.48649,77.15127,திருமூர்த்தி,village
Thittuparai,,Tiruppur,,11.10657,77.58916,திட்டுப்பாறை,village
Thungavi,,Tiruppur,,10.62631,77.32965,துங்காவி,village
Tiruppur,,Tiruppur,,11.10178,77.34519,திருப்பூர்,city
Tottiyampalaiyam,,Tiruppur,,10.84272,77.63267,,village
Udukkampalayam,,Tiruppur,,10.56675,77.12426,உடுக்கம்பாளையம்,village
Udumalapettai,,Tiruppur,,10.58390,77.25000,உடுமலைப்பேட்டை,town
Uthiyur,,Tiruppur,,10.89358,77.52754,ஊதியூர்,town
Uthukuli,,Tiruppur,,11.16966,77.45472,ஊத்துக்குளி,village
Valavadi,,Tiruppur,,10.54763,77.18201,வாளவாடி,village
Valliyakavandanvalasu,,Tiruppur,,10.82518,77.63233,,village
Vanavaraya Nallur,,Tiruppur,,10.88104,77.57092,,village
Vanjipalaiyam,,Tiruppur,,11.12173,77.26752,வஞ்சிபாளையம்,village
Veethampatti,,Tiruppur,,10.75617,77.16041,வீதம்பட்டி,village
Velakavundanpalaiyam,,Tiruppur,,10.96067,77.69214,,village
Vellakovil,,Tiruppur,,10.94787,77.70720,வெள்ளக்கோயில்,town
Velliraveli,,Tiruppur,,11.26765,77.45540,வெள்ளிரவெளி,village
Velur,,Tiruppur,,10.56967,77.19093,வேலூர்,village
Vengipalayam,,Tiruppur,,10.88551,77.46433,வேங்கிபாளையம்,village
Venkatapuram,,Tiruppur,,10.95589,77.25929,வெங்கடாபுரம்,village
Verajimangalam,,Tiruppur,,10.77478,77.55453,,village
kadakkottai,,Tiruppur,,10.81481,77.73096,,hamlet
